auteur,texte,commentaires,Date
Université Virtuelle du Burkina Faso - UVBF,"𝗥𝗘𝗠𝗜𝗦𝗘 𝗗'𝗢𝗥𝗗𝗜𝗡𝗔𝗧𝗘𝗨𝗥 / Université Virtuelle du Burkina Faso - UVBF 
 UV-BF informe les étudiants dont les noms figurent sur les listes ci-dessous qu'ils peuvent passer à l'Espace Numérique Ouvert de Karpala, ce lundi 15 Janvier 2024 afin de récupérer leurs ordinateurs Marques HP CELERON.
La remise des ordinateurs se fait au sein de l'Espace Numérique Ouvert de Karpala de 08h à 15h.
#NB:
- Chaque étudiant doit se munir de sa CNIB pour le retrait de son ordinateur,
- Pour le retrait pour une tierce personne, vous devez disposer d'une procuration en bonne et due forme.
Consultez les listes ci-dessous.
#assistance_depôts_Un_Etudiant_Un_Ordinateur:
#Whatsap : +226 65 02 29 27
#Appel : +226 73 50 40 90/ 79 19 13 47 
#Intégrez le groupe WhatsApp d'info 
ici 
https://chat.whatsapp.com/KLffYQtdVsSLxo8bSTLn0c
HMAB Service, 𝑣𝑜𝑡𝑟𝑒 𝑚𝑒𝑖𝑙𝑙𝑒𝑢𝑟 𝑠𝑒𝑟𝑣𝑖𝑐𝑒 𝑑'𝑎𝑠𝑠𝑖𝑠𝑡𝑎𝑛𝑐𝑒 𝑒𝑛 𝑙𝑖𝑔𝑛𝑒
@followers",['Commentaires non disponibles'],
Université de Lille,"🇧🇷 Plusieurs événements sont organisés autour de la venue à l'Université de Lille de la cacique Tanoné et son fils le chamane Ururay, du 22 au 24/10 par @CultureULille.

Programme complet 👇
https://t.co/KwlZSzS6xr

🤝 @ScPoLille https://t.co/UhX5A2qnto",,Mon Oct 21 15:21:00 +0000 2024
Université de Lille,"🚨 Rappel : l’Observatoire de la Direction des Formations de l’Université de Lille (ODiF) recrute toujours des étudiant·es vacataires (à partir de la L2) pour interroger les diplômé·es de l'université 📝

Toutes les informations ⬇️⬇️⬇️",,Mon Oct 21 12:17:28 +0000 2024
Université de Lomé,"La rentrée académique 2024-2025 est  effective à l’Université de Lomé. ce lundi 21 octobre 2024. 

https://t.co/xUNhjvGIwx 

#UniveLomeTg 
#Epl_Univlome 
#kmnatchaba 
#TogoOfficiel https://t.co/NgDUUQ4KHM",,Mon Oct 21 18:21:17 +0000 2024
Université de Montpellier,"🏅 Julie Mendret, maître de conférences, Université de Montpellier / Lauréate au titre de la chaire médiation scientifique https://t.co/nIce40rqks",,Mon Oct 21 15:50:19 +0000 2024
Université de Montpellier,"🏅 Mauro Antezza, professeur des universités, Université de Montpellier / Lauréat au titre de la chaire fondamentale https://t.co/e6yR5oqpwD",,Mon Oct 21 15:50:22 +0000 2024
Université de Nîmes,"🐂🐏ARTHEN, l'association Takh, la @TourduValat et @unimesfr organisent le séminaire ""#Grandsherbivores en libre évolution et ongulés sauvages"".

📆mardi 29 octobre
📍site Vauban de l’Université de Nîmes
👉Ouvert à tous

Programme et inscriptions : https://t.co/gFo38UoeWP https://t.co/mv7ewGaa7q",,Tue Oct 22 09:36:58 +0000 2024
Université numérique Cheikh Hamidou KANE (UN-CHK),"[#CONFERENCE]

Rejoignez-nous aujourd'hui à partir de 15h pour suivre l'invité des « Kinkélibas pédagogiques » de l'#UNCHK_SN, Dr Drissa ZONGO, enseignant-chercheur en technologies éducatives à l’Université virtuelle du Burkina Faso.

Lien YT🔴 : https://t.co/rSvPVVK6m0.

#Kebetu https://t.co/JcB1Q46HrC",,Tue Aug 27 11:58:26 +0000 2024
UpToDateAfrica,"🇧🇫Burkina-Faso  : Le Premier ministre, Dr Apollinaire Joachimson Kyélèm de Tambéla, a inauguré, ce vendredi 18 août 2023 à Karpala (Ouagadougou), l’Espace Numérique Ouvert (ENO) de l'Université Virtuelle du Burkina Faso. 
#utdaburkina_faso #utdainfo https://t.co/aiPJ7M2ybs",,Fri Aug 18 22:22:16 +0000 2023
VARSOVIE-NEWS,@YvenertFoeshter Université à,,Mon Oct 21 12:30:58 +0000 2024
Valentin LEGENDRE,"Les mots manquent. Menaces, intimidations, jugement des opinions politiques par un professeur ouvertement d’extrême-gauche.

L’Université n’est pas une start-up de l’extrême-gauche. L’Université n’est pas un incubateur de l’extrême- gauche.

Soutien aux amis de @droiteuniv.",,Tue Oct 22 08:16:02 +0000 2024
Vincent Bellais,"🌍 L’Université de Lorraine renforce son engagement pour la transition écologique ! Grâce à l'accompagnement de l'agence Behaven, une étude sur plus de 485 réponses a révélé les attentes et freins de la communauté UL pour agir. Des thématiques clés à venir ! 🙌
#RSE #ULsengage https://t.co/i2zHEOTYrC",,Mon Oct 21 17:30:16 +0000 2024
Vingt-et-un problèmes,"@Marento78 Après sur les gares de la L, il y a beaucoup plus d'interactions avec le RER A (surtout à partir de Nanterre-Université en fait); et sans doute beaucoup plus comparé à U / N",,Mon Oct 21 21:05:20 +0000 2024
Visit Flanders FR,"🎓En 2025 l'Université de #Leuven célèbrera ses 600 ans à travers diverses initiatives, dont un #labyrinthe composé de 92 espèces de #plantes grimpantes réalisé par le duo Gijs Van Vaerenbergh. ☘️  
@KU_Leuven @stadleuven #universite #louvain
https://t.co/AYfMm3ZBV9",,Tue Oct 22 09:32:35 +0000 2024
Vosges Television,"[𝐋𝐔𝐍𝐃𝐈 𝐒𝐏𝐎𝐑𝐓𝐒]
👉🏻 Football (National 2) le SAS tenu en échec par Furiani (1-1)
👉🏻Volley (Elite) défaite de l'EGVB face à Grenoble Université (0-3)
👉🏻 Handball (N2F) Epinal HB 33-30 Mulhouse/Kingersheim 2
👉🏻 Finale du Trophée Grand Est de BMX à Golbey https://t.co/5v847jHoHc",,Mon Oct 21 17:30:00 +0000 2024
Wackes Seppi,"Des experts de l'Université Agricole de Nanjing et des partenaires ont utilisé CRISPR pour développer des graines de soja présentant une résistance accrue au virus de la mosaïque du soja (SMV – soybean mosaic virus). 
https://t.co/JQQFkcNYrj",,Tue Oct 22 07:27:25 +0000 2024
Who's Who in France,"👤 Économiste hétérodoxe, et intellectuel engagé, Bruno Amable est professeur à l’Université de Genève. Ses travaux permettent d’appréhender les réformes économiques des... 
➡️ Bruno Amable : la dynamique du néolibéralisme. Par @TomConnan : https://t.co/GfSMrfmyEk",,Tue Oct 22 10:10:00 +0000 2024
Win-Green,"@RER_A Et vers Poissy/Cergy  ? 
On viens de subir un arrêt en sortie de Nanterre (avec vu sur Nanterre Université) sans raison",,Mon Oct 21 17:24:37 +0000 2024
Xavier,"@nacroix Il y a plein de souverainistes qui sont allés étudier dans de grandes universités au Royaume-Uni. Que les français étudient à l’Université de Montréal ou à McGill, ils parleront français à Montréal. S’ils sont remplacés par des chinois qui parlent anglais, ce ne sera pas mieux.",,Mon Oct 21 12:42:56 +0000 2024
_Contournement,"On se lève pour ça tous les matins 🤗

4 mois après le lancement de notre offre Contournement Université, on pense pouvoir dire sereinement qu'on est arrivé à créer le parfait environnement pour apprendre le #nocode en ligne 🤓 https://t.co/el4pmYdEDU",,Mon Oct 21 09:10:55 +0000 2024
bd,Puisse le même courage animer les nôtres dans les universités de l’Europe de l’Ouest comme les Canadiens  tentent de ne plus laisser tout l’espace aux porteurs de keffieh à l’Université de Toronto. Il y va de la liberté,,Tue Oct 22 03:42:02 +0000 2024
beauntel,@Adriemonk À Lyon l’Université de l’OMS 🤨 »Ces pionniers ne seront pas des étudiants comme les autres : ils seront principalement issus des rangs du personnel de l’OMS »https://t.co/meM0sqPDn1,,Mon Oct 21 16:30:55 +0000 2024
bobo.Ma,Svp ! Je suis un étudiant en LM de l'Université virtuelle du Burkina Faso mais je suis à Ouaga.Mais cette année je désire composer mes devoirs sur table à bobo.Ma question est la suivante : le lieu de la composition des devoirs est loin de la gare staff à bobo ?,['Commentaires non disponibles'],
cath.ch,"La religion populaire: entre bricolage et inculturation. La rencontre des cultures et des religions a été au cœur du 15e Forum Église dans le monde, tenu le 18 octobre 2024, à l’Université de Fribourg.https://t.co/h7eRDsmadZ",,Mon Oct 21 15:14:00 +0000 2024
christelle lerda,"Université d'automne - Seminaire académique : réflexions autour de l'écriture dans toutes les disciplines, de la PS à la Terminale 📝  @AcademieNice @lucas_nadege https://t.co/XJEFfqkRQN",,Tue Oct 22 06:19:00 +0000 2024
de Moraës Frédérique,"@AixeMatrice Le 21 avril 2022, devant les étudiants de l'Université de Stanford, Barack Obama n'a pas été tendre avec les entreprises de la Silicon Valley. La conférence, portant sur l’influence des réseaux sociaux, a été l'occasion pour l'ancien président des Etats-Unis de plaider pour",,Mon Oct 21 23:16:17 +0000 2024
gayela merveille,@BenjaminAmuri @kabumba_justin Il a même l'Université ?,,Mon Oct 21 10:24:24 +0000 2024
grisou 💉💉🚨Ministre de la santé du PFM🚨,"🚨ALERTE INFO !!🚨
Le professeur de biochimie de l'Université d'Aix-Marseille et le druide des calanques aimeraient utiliser ce système de WC pour leurs études. La semaine prochaine, ils demanderont le kit dépistage cancer colorectal. 
#Raoult #Covid_19 https://t.co/dDUgwu76Rr",,Mon Oct 21 11:01:11 +0000 2024
guilhem rétroviseur,@_Sarasin_ Université Paris Cité - Campus Grands Moulins (chargé de TP genre prof mais version wish),,Mon Oct 21 17:04:40 +0000 2024
http," Rappel du jour. 
 3 octobre 
 Première réunion d'information
 14h.
 Lieu, Facebook live sur la page de l'université virtuelle en ligne
http… En voir plus",['Commentaires non disponibles'],
https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL," urgent 
 Le moment inattendu est enfin là, pour les nouveaux bacheliers ainsi que les anciens qui aimeraient se renforcer d'avance, un rendez-vous à ne pas manquer.
 https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL",['Commentaires non disponibles'],
https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL,"# 
 **Participez à la 3ème édition de la Campagne de Formation d'Accompagnement et de Partage d'Expérience (CFAPE) !** 
## 
* Vous souhaitez renforcer vos compétences en informatique et logiciels de base ? Ne manquez pas cette formation qui débute en **novembre** !*
 **Au programme :**
* Utilisation de l'outil informatique 
* Maîtrise de la suite Microsoft Office (Word, Excel, PowerPoint) 
* Utilisation avancée de Google Workspace (Drive, Docs, Slides...) 
## Modules sur ChatGPT, Xmind et techniques de recherche sur Internet **
**
## **
 Séances de partage d’expérience avec des aînés !**
Inscrivez-vous vite et boostez votre parcours académique ! 
 **WhatsApp **:[https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL](https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL...)
 **Université Virtuelle du Burkina Faso**
#Formation #CFAPE #Informatique #Bureautique #Apprentissage #ClubScientifque",['Commentaires non disponibles'],
https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL,"*Vous avez du mal à manipuler un ordinateur ?*
Pas de panique ! Le Club Scientifique des Étudiants de l'Université Virtuelle du Burkina Faso (CSE UV-BF) est là pour vous accompagner. Depuis trois ans, nous organisons des formations intensives en informatique spécialement conçues pour les nouveaux étudiants.
Pour cette 3ème édition, nous vous offrons encore plus d'innovations et des formateurs experts, en partenariat avec diverses structures spécialisées. C'est l'occasion idéale pour acquérir des compétences clés et réussir votre parcours universitaire.
Rejoignez notre communauté dynamique et bénéficiez de notre accompagnement .
Pour plus d’informations :
 WhatsApp :https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL
 Facebook : https://www.facebook.com/share/inhazG5MfTcudKvq/?mibextid=qi2Omg",['Commentaires non disponibles'],
https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL,"Vous avez du mal à manipuler un ordinateur ?
Pas de panique ! Le Club Scientifique des Étudiants de l'Université Virtuelle du Burkina Faso (CSE UV-BF) est là pour vous accompagner. Depuis trois ans, nous organisons des formations intensives en informatique spécialement conçues pour les nouveaux étudiants.
Pour cette 3ème édition, nous vous offrons encore plus d'innovations et des formateurs experts, en partenariat avec diverses structures spécialisées. C'est l'occasion idéale pour acquérir des compétences clés et réussir votre parcours universitaire.
Rejoignez notre communauté dynamique et bénéficiez de notre accompagnement .
Pour plus d’informations :
 WhatsApp :https://chat.whatsapp.com/BYBMNBwA9G2F8i3mZQMUXL
 Facebook : https://www.facebook.com/share/inhazG5MfTcudKvq/?mibextid=qi2Omg",['Commentaires non disponibles'],
https://chat.whatsapp.com/EBeKaKLpGwo3DIbrUBbOHr,"https://chat.whatsapp.com/EBeKaKLpGwo3DIbrUBbOHr
Le lien d'intégration du groupe WhatsApp, université virtuelle du Burkina Faso, UV-BF",['Commentaires non disponibles'],
https://chat.whatsapp.com/EBeKaKLpGwo3DIbrUBbOHr,"https://chat.whatsapp.com/EBeKaKLpGwo3DIbrUBbOHr
Le lien d'intégration du groupe.
Université virtuelle du Burkina Faso, UV-BF.",['Commentaires non disponibles'],
https://chat.whatsapp.com/EDN0Jkg3BFCBQahPrd5UY3,"Utilise ce lien pour intégrer mon groupe WhatsApp : https://chat.whatsapp.com/EDN0Jkg3BFCBQahPrd5UY3.
*Nos prestations et services* 
 ```
 Dépôt concours
 Dépôt cité universitaire
 Création Compte Campusfaso
 Inscription Pédagogique et Administrative
 Dépôt un étudiant un ordinateur
 Dépôt Foner
 Dépôt de Bourse
 Inscription filière à test
 Choix de filière
 Assistance et``` Divers
      *YAC SERVICE INTERNATIONAL, toujour prêt de vous !!!*",['Commentaires non disponibles'],
https://chat.whatsapp.com/HZvPnoAtkU62gKk1qNBRUy,"Pour tous ceux qui ont envoyé leurs pdf au 72805327 passer à l' ENo récupérer vos cartes d' étudiant pour d' autre vos pouvez donner et passer à 16h00 aujourd'hui prendre prix:500f
. https://chat.whatsapp.com/HZvPnoAtkU62gKk1qNBRUy",['Commentaires non disponibles'],
https://chat.whatsapp.com/I1mTpZLqsDbCbfuA3jxhwB,"Bonjour chers nouveaux bacheliers orienté a l'université virtuelle du burkina faso  précisément dans la faculté de droit, ce groupe a été créé par vous donné les informations nécessaires afin que vous puissiez vous préparer a l'avance. 
Prière a celui où celle qui qui orienté en droit de bien vouloir intégrer le groupe et envoyer le lien a vos camarades. 
NB :c'est l'œuvre du délégué p23 droit UVBF.DONC NE me posez pas trop de question intégrer le groupe Université Virtuelle du Burkina Faso - UVBF 
Une formation universitaire de qualité pour tous !
https://chat.whatsapp.com/I1mTpZLqsDbCbfuA3jxhwB",['Commentaires non disponibles'],
https://chat.whatsapp.com/IBrypWhqdKJ3ZCYEd0hvUe,"Tu te poses des questions sur l'université virtuelle
Rejoins-nous pour un webinaire exceptionnel avec ING. OUAMDANDE Salifou, initiateur de la communauté virtuelle et président du club scientifique des étudiants l'université virtuelle du Burkina Faso.
Il partagera son expérience et celle d'autres étudiants.
Au programme:
Témoignages inspirants sur son parcours à l'UV-BF
Opportunités à saisir en tant qu'étudiant à l'UV-BF
Saisir les clés de la réussite à l'UV-BF
️ 
Mardi 08 octobre 2024 à 
 16h sur Meet.
NB
:* *À ne pas manquer
https://chat.whatsapp.com/IBrypWhqdKJ3ZCYEd0hvUe",['Commentaires non disponibles'],
https://docs.google.com/.../1FAIpQLScKkfF9zYN.../viewform...,"𝐂𝐀𝐌𝐏 𝐃'𝐈𝐍𝐈𝐓𝐈𝐀𝐓𝐈𝐎𝐍 𝐄𝐍 𝐈𝐍𝐅𝐎𝐑𝐌𝐀𝐓𝐈𝐐𝐔𝐄
L'Agence universitaire de la Francophonie (AUF) au Burkina Faso, organise à travers son Campus numérique francophone de nouvelle génération (CNF 5.0),une formation d'initiation en informatique au profil des étudiants en année de licence.
𝗣𝗲́𝗿𝗶𝗼𝗱𝗲 𝗱'𝗶𝗻𝘀𝗰𝗿𝗶𝗽𝘁𝗶𝗼𝗻:  𝗱𝘂 𝟭𝟮 𝗮𝘂 𝟭𝟱 𝗮𝗼𝘂̂𝘁 𝟮𝟬𝟮𝟰
𝗣𝘂𝗯𝗹𝗶𝗰 𝗰𝗶𝗯𝗹𝗲: Etudiants en L1 et L2 des institutions membres ou partenaires de l’AUF au Burkina Faso.
𝗠𝗼𝗱𝘂𝗹𝗲𝘀 :
Architecture et système d'exploitation des micro -ordinateurs;
Saisie de texte;
Traitement de tableur;
Internet et réseaux sociaux. 
𝗟𝗶𝗲𝘂 𝗱𝗲 𝗹𝗮 𝗳𝗼𝗿𝗺𝗮𝘁𝗶𝗼𝗻:  Campus numérique francophone de Ouagadougou sise à l'Université Joseph KI-ZERBO
𝗡𝗼𝗺𝗯𝗿𝗲 𝗱𝗲 𝗽𝗹𝗮𝗰𝗲𝘀 : 𝟮𝟬
𝗣𝗮𝗿𝘁𝗶𝗰𝗶𝗽𝗮𝘁𝗶𝗼𝗻 𝗴𝗿𝗮𝘁𝘂𝗶𝘁 𝗲𝘁 𝗮𝘁𝘁𝗲𝘀𝘁𝗮𝘁𝗶𝗼𝗻 𝗼𝗳𝗳𝗲𝗿𝘁𝗲
Pour s’inscrire, merci de remplir le formulaire ci-dessous 
https://docs.google.com/.../1FAIpQLScKkfF9zYN.../viewform...
𝐍𝐁 : 𝐥𝐞𝐬 𝐜𝐚𝐧𝐝𝐢𝐝𝐚𝐭(𝐞)𝐬 𝐫𝐞𝐭𝐞𝐧𝐮(𝐞)𝐬 𝐬𝐞𝐫𝐨𝐧𝐭 𝐜𝐨𝐧𝐭𝐚𝐜𝐭𝐞́(𝐞)𝐬.
AUF - Afrique de l'Ouest Universite  Norbert  ZONGO Université Libre du Burkina Université Joseph Ki-Zerbo Université Virtuelle du Burkina Faso - UVBF Université Thomas Sankara officiel Université AUBE Nouvelle U Auben ISIG International Institut Supérieur Privé Polytechnique - ISPP Officiel Université Nazi BONI",,
https://docs.google.com/.../1FAIpQLSceNPJOODO.../viewform...,"Si vous avez des questions sur le déroulement des cours, des devoirs, l’utilisation de la plateforme, la subvention des ordinateurs, les puces ou toute autre préoccupation, posez vos questions en cliquant sur le lien :
 https://docs.google.com/.../1FAIpQLSceNPJOODO.../viewform...
L'université Virtuelle du Burkina Faso (UV-BF) répondra en direct à toutes vos questions lors des sessions Live des 3 et 10 octobre 2024.
 Vous avez jusqu'à demain 2 octobre à minuit pour soumettre",['Commentaires non disponibles'],
https://forms.gle/GoanBcsC9Uf124yd8,"Dans le but de permettre l'organisation des examens en présentiel au profit des étudiants résidant hors de  Ouagadougou, l'UV-BF souhaite disposer d'informations sur les villes où les étudiants souhaitent composer les examens sur table en présentiel. Dans ce cadre, un formulaire a été élaboré et mis à votre disposition.
Lien : https://forms.gle/GoanBcsC9Uf124yd8
Merci de le remplir en suivant les instructions, afin de nous permettre de mieux répondre aux attentes des uns et des autres, pour une année académique réussie !
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
https://forms.gle/GoanBcsC9Uf124yd8,"Dans le but de permettre l'organisation des examens en présentiel au profit des étudiants résidant hors de  Ouagadougou, l'UV-BF souhaite disposer d'informations sur les villes où les étudiants souhaitent composer les examens sur table en présentiel. Dans ce cadre, un formulaire a été élaboré et mis à votre disposition.
Lien : https://forms.gle/GoanBcsC9Uf124yd8
Merci de le remplir en suivant les instructions, afin de nous permettre de mieux répondre aux attentes des uns et… En voir plus",,
https://forms.gle/KUcx1E4gVoSSRL6p7,"Formulaire de Sondage pour le lieu souhaité pour  récupérer les ordinateurs du programme 1 étudiant, 1 ordinateur des étudiants de l'UV-BF.
L’Université Virtuelle du Burkina Faso (UV-BF) informe ses étudiants dont la subvention a été accordé après souscription au programme Un étudiant un ordinateur qu'un formulaire a été élaboré à leur intention afin de recueillir les choix sur les zones dans lesquelles ils pourront récupérer facilement leur ordinateur afin de les éviter de se déplacer à Ouagadougou. 
Le programme prenant fin d'ici le mois de Septembre, les étudiants sont donc priés de remplir soigneusement le formulaire avec les bonnes informations au plus tard le 29 Juillet 2024 à 23h59.
Lien du formulaire : https://forms.gle/KUcx1E4gVoSSRL6p7
NB: Merci de bien vérifier les informations renseignées, car ceux qui rempliront  avec des erreurs ne seront pas considérés.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",,
https://forms.gle/UTRgb47WSxzCStWc8," Deuxième session Facebook Live de l'UV-BF - JEUDI 10 OCTOBRE 2024.
Chers étudiants,
L'Université Virtuelle du Burkina Faso (UV-BF) vous donne rendez-vous ce jeudi à partir de 14h00 sur notre page pour la deuxième session Facebook Live d'information au profit des nouveaux bacheliers, pour la rentrée académique 2024-2025.
Nous aborderons des points essentiels pour bien démarrer l’année et répondre à toutes vos questions. Au programme de cette session :
1. Accès à un wifi et un navigateur avec votre ordinateur.
2. Connexion et déconnexion à la plateforme Moodle.
3. Souscription au programme ""1 étudiant 1 ordinateur"".
4. Explication du régime des études (organisation par semestre, sessions normale et de rattrapage, conditions de validation).
N’hésitez pas à nous rejoindre en direct à 14h00 pour obtenir toutes les informations dont vous avez besoin pour débuter cette année dans les meilleures conditions.
Partagez nous vos questions via le formulaire disponible a l'adresse suivante : https://forms.gle/UTRgb47WSxzCStWc8
Date limite demain mercredi à 00h pour l'envoi de vos questions.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
https://forms.gle/oyLGpEKw9Y68CrHQ7," Nouveaux étudiants 2024 de l'UV-BF à Ouagadougou : Inscrivez-vous aux sessions de prise en main de l'outil informatique et de la plateforme de formation !
Chers nouveaux étudiants résidant à OUAGADOUGOU,
L'Université Virtuelle du Burkina Faso (UV-BF) vous invite à vous inscrire aux sessions de prise en main de l'outil informatique et de la plateforme de formation. Ces sessions vous permettront de bien démarrer l'année académique en maîtrisant les outils essentiels pour votre réussite.
 Date limite d'inscription : Demain, mardi 22 octobre, à 23h59.
Ne manquez pas cette occasion de vous familiariser avec notre environnement numérique d'apprentissage. 
Cliquez sur le lien suivant pour vous inscrire : https://forms.gle/oyLGpEKw9Y68CrHQ7
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
#UVBF #Rentrée2024 #NouveauxEtudiants #FormationEnLigne #Ouagadougou",,
https://forms.gle/oyLGpEKw9Y68CrHQ7,"𝐔𝐧𝐢𝐯𝐞𝐫𝐬𝐢𝐭𝐞́ 𝐕𝐢𝐫𝐭𝐮𝐞𝐥𝐥𝐞 𝐁𝐅
 Nouveaux étudiants 2024 de l'UV-BF à Ouagadougou : Inscrivez-vous aux sessions de prise en main de l'outil informatique et de la plateforme de formation !
Chers nouveaux étudiants résidant à OUAGADOUGOU,
L'Université Virtuelle du Burkina Faso (UV-BF) vous invite à vous inscrire aux sessions de prise en main de l'outil informatique et de la plateforme de formation. Ces sessions vous permettront de bien démarrer l'année académique en maîtrisant les outils essentiels pour votre réussite.
 Date limite d'inscription : Demain, mardi 22 octobre, à 23h59.
Ne manquez pas cette occasion de vous familiariser avec notre environnement numérique d'apprentissage. 
Cliquez sur le lien suivant pour vous inscrire : https://forms.gle/oyLGpEKw9Y68CrHQ7
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !
#UVBF #Rentrée2024 #NouveauxEtudiants #FormationEnLigne #Ouagadougou",['Commentaires non disponibles'],
https://uv.bf/appel-a-candidature-pour-le-recrutement.../,"Appel à candidature pour le recrutement d’étudiants en L2 et L3 à l’UV-BF au titre de l’année académique 2023-2024.
L’Université Virtuelle du Burkina Faso (UV-BF) lance un appel à candidatures, pour le recrutement sur dossier, d’étudiants en deuxième année (L2) et en troisième année (L3) de Licence au titre de l’année académique 2023-2024.
Plus d'informations sur notre site internet : https://uv.bf/appel-a-candidature-pour-le-recrutement.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
https://uv.bf/appel-a-candidatures-pour-le-recrutement.../,"Appel a candidatures pour le recrutement sur dossier de 40 étudiants pour la deuxième cohorte du Master en Sciences de l'Education et de la Formation au titre de l'année académique 2024 - 2025.
Plus d'informations sur notre site web : https://uv.bf/appel-a-candidatures-pour-le-recrutement.../
Université Virtuelle du Burkina Faso, u… En voir plus",['Commentaires non disponibles'],
https://uv.bf/appel-a-candidatures-pour-le-recrutement.../,"Appel a candidatures pour le recrutement sur dossier de 40 étudiants pour la troisième cohorte du Master Fouille de Donnees et Intelligence Artificielle au titre de l'année académique 2024 - 2025.
Plus d'informations sur notre site web : 
https://uv.bf/appel-a-candidatures-pour-le-recrutement.../
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
https://uv.bf/formulaire-de-sondage-du-lieu-souhaite.../,"Formulaire de Sondage du lieu souhaité pour le retrait des puces téléphoniques afin de bénéficier de data gratuits (Mégas de connexion)
Dans le cadre de l’accompagnement des étudiants avec la connexion internet, l’Université Virtuelle du Burkina Faso (UV-BF) met à la disposition de ses étudiants des Cartes SIM ORANGE (puces téléphoniques) dédiées qui seront rechargées à hauteur de 10 Go/mois.
A cet effet, elle invite les étudiants dont les noms sont inscrits sur les listes ci-dessous à consulter les lieux de retrait indiqués sur ces listes pour le retrait des leurs Cartes SIM.
Consulter les listes sur notre site internet : https://uv.bf/formulaire-de-sondage-du-lieu-souhaite.../
Pour les étudiants qui souhaitent changer le lieu de retrait indiqué, merci de choisir la ville dans laquelle vous souhaitez retirer votre carte sim en remplissant le formulaire.
Bien vouloir remplir soigneusement le formulaire avec les bonnes informations au plus tard le 05 août 2024 à 23 h 59.
Lien du formulaire : https://forms.gle/YYUpfQ6LZhuPSeHp8
NB:
– Prière à ceux dont les noms ne figurent pas sur les listes, de pas renseigner le formulaire car ils ne seront pas pris en compte. Ces listes tiennent compte des étudiants régulièrement inscrits à l’UV-BF et qui prennent part régulièrement aux activités d’enseignement et d’évaluation.
– Ceux qui souhaitent conserver le lieu de retrait indiqué sur les listes n’ont pas besoin de remplir le formulaire
– Un programme et les lieux précis de retrait par ville vous seront communiqués dans une note d’information la semaine du 5 août 2024.
Université Virtuelle du Burkina Faso, une formation universitaire de qualité pour tous !",['Commentaires non disponibles'],
https://uv.bf/formulaire-de-sondage-du-lieu-souhaite.../,"𝗨𝗻𝗶𝘃𝗲𝗿𝘀𝗶𝘁𝗲́ 𝗩𝗶𝗿𝘁𝘂𝗲𝗹𝗹𝗲 𝗕𝘂𝗿𝗸𝗶𝗻𝗮 𝗙𝗮𝘀𝗼
Formulaire de Sondage du lieu souhaité pour le retrait des puces téléphoniques afin de bénéficier de data gratuits (Mégas de connexion)
Dans le cadre de l’accompagnement des étudiants avec la connexion internet, l’Université Virtuelle du Burkina Faso (UV-BF) met à la disposition de ses étudiants des Cartes SIM ORANGE (puces téléphoniques) dédiées qui seront rechargées à hauteur de 10 Go/mois.
A cet effet, elle invite les étudiants dont les noms sont inscrits sur les listes ci-dessous à consulter les lieux de retrait indiqués sur ces listes pour le retrait des leurs Cartes SIM.
Consulter les listes sur notre site internet : https://uv.bf/formulaire-de-sondage-du-lieu-souhaite.../
Pour les étudiants qui souhaitent changer le lieu de retrait indiqué, merci de choisir la ville dans laquelle vous souhaitez retirer votre carte sim en remplissant le formulaire.
Bien vouloir remplir soigneusement le formulaire avec les bonnes informations au plus tard le 05 août 2024 à 23 h 59.
Lien du formulaire : https://forms.gle/YYUpfQ6LZhuPSeHp8
NB:
– Prière à ceux dont les noms ne figurent pas sur les listes, de pas renseigner le formulaire car ils ne seront pas pris en compte. Ces listes tiennent compte des étudiants régulièrement inscrits à l’UV-BF et qui prennent part régulièrement aux activités d’enseignement et d’évaluation.
– Ceux qui souhaitent conserver le lieu de retrait indiqué sur les listes n’ont pas besoin de remplir le formulaire
– Un programme et les lieux précis de retrait par ville vous seront communiqués dans une note d’information la semaine du 5 août 2024.
 #uvbf #campusfaso",['Commentaires non disponibles'],
